<<<<<<< HEAD:Dataset/filtered_data_wav.csv
path,sentence
common_voice_id_24015269.wav,cek saldo
common_voice_id_20953154.wav,pengeras suara itu sedang diperbaiki
common_voice_id_20953161.wav,dia terlihat bahagia
common_voice_id_20953364.wav,tom hampir saja terbunuh
common_voice_id_20589579.wav,tidak tidak pedas
common_voice_id_20589581.wav,dia buruburu pulang dari inggris
common_voice_id_20589584.wav,senin depan libur
common_voice_id_20589586.wav,ya sepertinya ada salah diagnosa
common_voice_id_20287821.wav,pak basri mencintai istrinya
common_voice_id_20287823.wav,tom mampu berenang dengan baik
common_voice_id_20287824.wav,bungabunga ini sudah mati
common_voice_id_25414376.wav,bagaimana perasaanmu sekarang tom
common_voice_id_25414380.wav,keretanya di sini
common_voice_id_26568399.wav,kapal itu mengibarkan bendera amerika
common_voice_id_27627466.wav,dia dikuburkan di kota kelahirannya
common_voice_id_27600453.wav,saya membeli oleholeh untuk keluarga
common_voice_id_27600456.wav,sampai ketemu besok
common_voice_id_21692642.wav,sesuatu yang mengerikan telah terjadi
common_voice_id_26013883.wav,dia menyelesaikan kalimatnya dengan tenang
common_voice_id_22650888.wav,delapan
common_voice_id_22650889.wav,tujuh
common_voice_id_22650891.wav,sembilan
common_voice_id_22650893.wav,tiga
common_voice_id_23784531.wav,dia belum datang
common_voice_id_23784532.wav,membaca buku itu tidak membosankan
common_voice_id_23784534.wav,jimmy terbiasa diolokolok temantemannya
common_voice_id_23784535.wav,apakah ada perbedaan
common_voice_id_25038178.wav,empat kata perbaris
common_voice_id_24585625.wav,saya belajar sejak tahun lalu
common_voice_id_24585626.wav,bagaimana kalau minuman
common_voice_id_24585629.wav,kamu mau minum apa
common_voice_id_25537987.wav,bahkan tom sedikit terkejut
common_voice_id_25537988.wav,terima kasih
common_voice_id_26954949.wav,apa yang orang tersebut katakan
common_voice_id_24851693.wav,saya pergi ke sekolah
common_voice_id_24851694.wav,forum tata kelola internet indonesia
common_voice_id_24851696.wav,saya harus tidur
common_voice_id_23583178.wav,pernah ke amerika
common_voice_id_23583179.wav,aku bisa hidup tanpa air
common_voice_id_23583180.wav,kamu di mana
common_voice_id_23583182.wav,aku tidak bermaksud menyakitimu
common_voice_id_35113330.wav,silakan dimakan
common_voice_id_35113331.wav,di sini lantai dua
common_voice_id_24041234.wav,memisahkan sampah itu wajib
common_voice_id_24041237.wav,gubuk itu dibakar
common_voice_id_24041238.wav,ada yang harus kukatakan
common_voice_id_24015277.wav,bisa membantu yang lain
common_voice_id_24015278.wav,dia tidak mampu melakukannya
common_voice_id_21425448.wav,dia tidak realistik
common_voice_id_21425450.wav,aku ingin kembali ke desamu
common_voice_id_19080908.wav,aku sedang berbicara dengan muridku
common_voice_id_19080909.wav,tidak banyak kendaraan yang melintas
common_voice_id_19080910.wav,tiada kata terlambat untuk belajar
common_voice_id_19080911.wav,pulang pergi hanya sekali jalan
common_voice_id_19080912.wav,dia ingin menjadi seorang penyanyi
common_voice_id_19450098.wav,dia naik taksi ke museum
common_voice_id_19450100.wav,omongomong malam ini ada waktu
common_voice_id_19450102.wav,jane terlihat bahagia
common_voice_id_24606479.wav,kalau tidak suka boleh berhenti
common_voice_id_24606483.wav,naples adalah kota yang indah
common_voice_id_24016087.wav,komodo merupakan satwa langka
common_voice_id_24016088.wav,dia ingin sekali ke swedia
common_voice_id_24016090.wav,pernah ke meksiko
common_voice_id_19635470.wav,pesawat terbang cepat dan praktis
common_voice_id_19635472.wav,saya ingin main
common_voice_id_19480748.wav,saya akan datang lagi nanti
common_voice_id_19480749.wav,tolong berikan saya kartu kreditmu
common_voice_id_19480750.wav,alam itu kejam
common_voice_id_19480752.wav,suara pesawat pun terdengar
common_voice_id_24997359.wav,kamu ke mana saja
common_voice_id_24997361.wav,nikmati pekerjaanmu
common_voice_id_24997362.wav,lompatlah setinggi mungkin
common_voice_id_24016688.wav,kamu pernah keluar negeri
common_voice_id_24016689.wav,tidak mungkin aku menginterogasi
common_voice_id_19462330.wav,rencana kita telah gagal
common_voice_id_22146953.wav,anakanak suka menonton televisi
common_voice_id_22146955.wav,saya sudah kenyang terima kasih
common_voice_id_22146956.wav,langit menjadi sedikit mendung
common_voice_id_24018261.wav,selamat datang di san fransisco
common_voice_id_24018262.wav,tidak aku tidak suka coklat
common_voice_id_30272786.wav,apakah ada pilihan lain
common_voice_id_30272788.wav,politik bikin gila
common_voice_id_24963730.wav,tulis alamatmu di sini
common_voice_id_24963731.wav,ini mengejutkan
common_voice_id_24963732.wav,darimana saya mendapatkan barang itu
common_voice_id_23405682.wav,pernahkah kamu ke amerika
common_voice_id_23405683.wav,kamu tidak harus datang besok
common_voice_id_23405684.wav,aku berjalanjalan di taman
common_voice_id_23405685.wav,dari mana kamu
common_voice_id_23405686.wav,tadi kamu di mana
common_voice_id_21683075.wav,seseorang mengetuk pintu
common_voice_id_21683077.wav,duduklah di sana
common_voice_id_21683079.wav,astronomi merupakan hobi yang mahal
common_voice_id_21683080.wav,aku mau belajar bahasa arab
common_voice_id_24971214.wav,masakan ini kelihatannya tidak enak
common_voice_id_24971215.wav,bagaimana rasanya hidup di jakarta
common_voice_id_24971216.wav,transportasi di jakarta makin bagus
common_voice_id_24971217.wav,contoh katakata kotor kotor
common_voice_id_24015262.wav,tom kesulitan dalam membuat keputusan
common_voice_id_24015263.wav,kemarin aku makan gadogado
common_voice_id_24015265.wav,di australia sedang musim dingin
common_voice_id_24015266.wav,tidak boleh ada diskriminasi
common_voice_id_21353540.wav,dapatkah dia berbicara bahasa inggris
common_voice_id_19668014.wav,di bawah kursi ada kucing
common_voice_id_24806041.wav,transportasi di jakarta makin bagus
common_voice_id_24806042.wav,wah info yang menyesatkan nih
common_voice_id_24806043.wav,kerjain aja pelanpelan hahaha
common_voice_id_24806044.wav,akan saya jelaskan
common_voice_id_24304186.wav,silakan duduk di sini
common_voice_id_24304188.wav,beritahu saya kenapa dia menangis
common_voice_id_21085184.wav,dia tidak muda
common_voice_id_21085186.wav,anda mau yang mana
common_voice_id_21085188.wav,mereka memborgol tom
common_voice_id_23760470.wav,buku siapa ini
common_voice_id_30525915.wav,jalanan sepi dari kendaraan
common_voice_id_30525943.wav,dilarang buang sampah sembarangan
common_voice_id_30525945.wav,warna rambut pak kimura coklat
common_voice_id_23760295.wav,dia masih di bawah umur
common_voice_id_23760297.wav,saya tidak suka cokelat
common_voice_id_20952820.wav,itu adalah lukisan yang tua
common_voice_id_20952821.wav,buah segar baik untuk kesehatan
common_voice_id_35076098.wav,pikir dulu lalu ngomong
common_voice_id_35076101.wav,dia anak nakal
common_voice_id_35076123.wav,kenapa kau datang ke jepang
common_voice_id_27241300.wav,tas yang besar praktis
common_voice_id_27241320.wav,wah info yang menyesatkan nih
common_voice_id_23967333.wav,sekilas sejarah tentang terowongan ini
common_voice_id_23967334.wav,sepertinya sudah dihapus
common_voice_id_23967336.wav,sesekali ikutlah acara kami
common_voice_id_24017269.wav,kamu ke mana saja
common_voice_id_24017271.wav,slogan produk itu cukup menarik
common_voice_id_23720063.wav,kapan kamu akan kembali
common_voice_id_23720064.wav,dia ketahuan mencuri uang perusahaan
common_voice_id_23720065.wav,sudah jam tujuh
common_voice_id_23720066.wav,pernah ke inggris
common_voice_id_23720067.wav,apakah ada pertanyaan
common_voice_id_22366431.wav,dua
common_voice_id_22366432.wav,tiga
common_voice_id_22366433.wav,iya
common_voice_id_22366434.wav,enam
common_voice_id_22366435.wav,tujuh
common_voice_id_24023124.wav,pergi sana kau
common_voice_id_24023126.wav,hidup cuma sekali
common_voice_id_24023127.wav,kalau seperti ini
common_voice_id_24023128.wav,memisahkan sampah itu wajib
common_voice_id_22735770.wav,dia jarang pergi ke gereja
common_voice_id_22735774.wav,tom tadi mengakui kekalahannya
common_voice_id_22735775.wav,dia benarbenar pintar ya
common_voice_id_24976979.wav,ketika berbelanja saya menggunakan kartu
common_voice_id_24976980.wav,sri biasa berjualan keliling
common_voice_id_19062442.wav,apa kamu merasa bersalah
common_voice_id_19062443.wav,di kelas ada komputer baru
common_voice_id_19062444.wav,dia menulis surat untuk ibunya
common_voice_id_19424188.wav,kejujuran bukan jaminan sukses
common_voice_id_19424189.wav,dia mengajak tom pergi memancing
common_voice_id_19424192.wav,dia memiliki banyak untang
common_voice_id_19698291.wav,pintu lemari tersebut terbuka
common_voice_id_19698293.wav,saya belajar sejak tahun lalu
common_voice_id_26216962.wav,kirakira berlangsung selama satu jam
common_voice_id_25009703.wav,omset untuk bulan ini anjlok
common_voice_id_21532228.wav,di atas meja ada buku
common_voice_id_19675703.wav,abbot membunuh mary
common_voice_id_19675707.wav,siapakah pria itu
common_voice_id_21930680.wav,dia mengambil daging dari piring
common_voice_id_21930682.wav,pak tanaka bukan murid
common_voice_id_22708804.wav,saya menulis nama di amplop
common_voice_id_22708807.wav,di depan rumah ada kucing
common_voice_id_24991416.wav,aku baru kembali
common_voice_id_24991417.wav,oh begitu ya
common_voice_id_24991419.wav,tugas saya belom kelar
common_voice_id_27244694.wav,saya kehilangan dompet saya
common_voice_id_27244716.wav,apakah ini anak lakilakimu betty
common_voice_id_27244728.wav,selamat siang
common_voice_id_27244839.wav,aku masih ngantuk
common_voice_id_24015823.wav,kamu mau pergi ke mana
common_voice_id_24015827.wav,mereka ingin menunjukkan identitas
common_voice_id_22794281.wav,aku sakit kepala
common_voice_id_22794282.wav,tom mencuri cincinnya
common_voice_id_22794284.wav,ini tasnya
common_voice_id_22794285.wav,bima sakti besar
common_voice_id_24097373.wav,planet itu bernama mars
common_voice_id_22546521.wav,tiga
common_voice_id_22546522.wav,empat
common_voice_id_22546523.wav,tidak
common_voice_id_22546524.wav,delapan
common_voice_id_22546525.wav,tujuh
common_voice_id_22649678.wav,satu
common_voice_id_22649679.wav,tujuh
common_voice_id_22649680.wav,sembilan
common_voice_id_22649681.wav,dua
common_voice_id_22649682.wav,iya
common_voice_id_24018365.wav,saya marah
common_voice_id_24018366.wav,kamu sudah sehat kan
common_voice_id_24018367.wav,planet itu bernama mars
common_voice_id_24018368.wav,dengan hasil yang demikian
common_voice_id_19165773.wav,aku sudah mencapai batasku
common_voice_id_19165775.wav,di atas meja ada buku
common_voice_id_19165776.wav,terkadang ia berperilaku aneh
common_voice_id_19165777.wav,saya tidak dapat pergi
common_voice_id_23396833.wav,dari mana kamu
common_voice_id_23396835.wav,tadi kamu di mana
common_voice_id_23396836.wav,seharusnya kamu datang lebih awal
common_voice_id_23396837.wav,apa yang sedang kamu cari
common_voice_id_25368143.wav,apa angka favoritmu
common_voice_id_25368162.wav,apakah anda pernah makan serangga
common_voice_id_25368163.wav,awas lantai licin
common_voice_id_20894814.wav,tom hampir dipecat dari pekerjaan
common_voice_id_20894816.wav,saya seharusnya membersihkan ruangan itu
common_voice_id_20899277.wav,silakan berdiri
common_voice_id_20899281.wav,kamu tidak melihat apapun
common_voice_id_24016327.wav,dia sedang salat
common_voice_id_24016328.wav,jangan berbuat hal konyol
common_voice_id_24016330.wav,mungkin tertekan secara tak sengaja
common_voice_id_23677608.wav,kapan kamu akan kembali
common_voice_id_23677609.wav,sayang benar
common_voice_id_25122991.wav,mary menolak undangan ke konser
common_voice_id_25122993.wav,dia tidak suka berkelahi
common_voice_id_25122995.wav,tanaman tersebut perlu di siram
common_voice_id_25122998.wav,hari ini sangat menyenangkan
common_voice_id_24970106.wav,jangan terlambat
common_voice_id_24970107.wav,kenapa kamu lama sekali
common_voice_id_24970108.wav,saya setuju dengan pendapat kamu
common_voice_id_19803168.wav,mereka pergi ke medan
common_voice_id_19803170.wav,pegang tali itu
common_voice_id_24973145.wav,saya paling suka warna putih
common_voice_id_24973146.wav,dua kata perbaris
common_voice_id_24973148.wav,kamu bisa meminta bantuan darinya
common_voice_id_24973681.wav,sebenarnya ini mudah
common_voice_id_24973682.wav,semua kamus mengandung kesalahan
common_voice_id_21883787.wav,saya tidak ada nafsu makan
common_voice_id_21883788.wav,kenapa tidak dicoba
common_voice_id_21883792.wav,kamu pergi dijalan yang salah
common_voice_id_21883794.wav,pintu lemari tersebut terbuka
common_voice_id_24015272.wav,jangan membuatku tertawa
common_voice_id_28808122.wav,silakan
common_voice_id_28808132.wav,pekerjaan saya mencuci
common_voice_id_28808133.wav,saya tidak memiliki mobil
common_voice_id_36437439.wav,datanya sama sekali tidak akurat
common_voice_id_36437472.wav,kami membuat sebuah kesepakatan
common_voice_id_35278310.wav,itu bukan masalahku
common_voice_id_35278315.wav,kuenya terlalu manis
common_voice_id_35278317.wav,tom sedang sakit gigi
common_voice_id_35278347.wav,kapan terakhir kali kamu menari
common_voice_id_25296875.wav,anak perempuan menyisir rambutnya
common_voice_id_25296956.wav,ini adalah sushi yang enak
common_voice_id_25296959.wav,tom mulai bernyanyi
common_voice_id_35276893.wav,pak matsui pandai memasak
common_voice_id_35276911.wav,pak tanaka minum cocacola
common_voice_id_27461693.wav,pertanyaan bagus
common_voice_id_27488227.wav,di kelas ada komputer baru
common_voice_id_27488269.wav,adik lakilakiku lebih tinggi dariku
common_voice_id_27488283.wav,ini di luar pertanyaan
common_voice_id_27488291.wav,itu nampak seperti telor
common_voice_id_32072101.wav,di surabaya saya dilahirkan
common_voice_id_32072117.wav,bola sepak itu kempis
common_voice_id_32072148.wav,instrumen itu sedang diperbaiki
common_voice_id_32072149.wav,apa kamu mau ikut
common_voice_id_32073604.wav,apakah kamu suka bowling
common_voice_id_38362502.wav,aku berterima kasih
common_voice_id_38362556.wav,dia pergi menaiki tangga
common_voice_id_38362558.wav,ken pernah pergi ke inggris
common_voice_id_31097624.wav,saya takut mati
common_voice_id_31097661.wav,tolong sampaikan salamku kepadanya
common_voice_id_31097663.wav,tom sangat menyukai bermain basket
common_voice_id_31097665.wav,saya akan menelponmu besok pagi
common_voice_id_25178943.wav,bukankah saya sudah memperingatkanmu
common_voice_id_25178945.wav,saya hubungi lagi nanti
common_voice_id_25178967.wav,aku hampir menjatuhkan piringpiring itu
common_voice_id_25178977.wav,dia sedang menangis
common_voice_id_24991247.wav,aku tidak paham
common_voice_id_24991281.wav,aku datang kemarin
common_voice_id_24991285.wav,ini adalah selai buatan rumah
common_voice_id_39599687.wav,supermarket di sana ikannya sedikit
common_voice_id_39599716.wav,mereka tidak percaya padaku
common_voice_id_39600024.wav,apa ada yang kamu sembunyikan
common_voice_id_39600480.wav,menurutmu mana yang benar
common_voice_id_39623919.wav,tom terus berbicara
common_voice_id_39624020.wav,sudah mulai turun hujan
common_voice_id_39624037.wav,kita harus mulai dari sekarang
common_voice_id_19522983.wav,sepuluh menit lagi pukul lima
common_voice_id_19522984.wav,kita hanya punya tiga jam
common_voice_id_19522986.wav,itu sepertinya menyenangkan ya
common_voice_id_19523002.wav,aku ingin tahu apa itu
common_voice_id_19523004.wav,aku merasa lelah
common_voice_id_19523006.wav,pak kobayashi mempunyai payung biru
common_voice_id_22417215.wav,tiga
common_voice_id_22417216.wav,sembilan
common_voice_id_22417217.wav,delapan
common_voice_id_22417218.wav,empat
common_voice_id_22417223.wav,lima
common_voice_id_22417224.wav,tujuh
common_voice_id_22417227.wav,satu
common_voice_id_22417228.wav,enam
common_voice_id_24023113.wav,saya tidak mau memakan itu
common_voice_id_24023115.wav,maumu apa
common_voice_id_24023117.wav,dia sedang salat
common_voice_id_24023119.wav,berapa sisa uang saya
common_voice_id_24023120.wav,sesekali ikutlah acara kami
common_voice_id_28161670.wav,begitulah hidup
common_voice_id_28161672.wav,dia takut kucing
common_voice_id_28161724.wav,saya duduk di sini
common_voice_id_28161734.wav,saya naik pesawat terbang
common_voice_id_28161785.wav,novel ini membosankan
common_voice_id_28161820.wav,dia sedang menulis novel
common_voice_id_27649642.wav,apa kalian lapar
common_voice_id_27649694.wav,terberkatilah dirimu
common_voice_id_27649698.wav,ada gelas di atas meja
common_voice_id_27649699.wav,jangan buat aku tertawa
common_voice_id_27649712.wav,apakah anda menyukai makanan indonesia
common_voice_id_27649723.wav,saya makan hotdog siang ini
common_voice_id_24018436.wav,mereka masih belum bangun
common_voice_id_24018437.wav,indonesia saat ini masih berkembang
common_voice_id_24018439.wav,enak nggak makanannya
common_voice_id_21498214.wav,pemandangan dari hotel sangat indah
common_voice_id_21498216.wav,dia tidak menjawab semua pertanyaan
common_voice_id_21498243.wav,aku ingin mengajarimu sesuatu
common_voice_id_25856323.wav,saya mencuci tangan dengan sabun
common_voice_id_25856364.wav,pak matsui bisa bermain gitar
common_voice_id_25856371.wav,semua anak lakilaki tidak menertawakannya
common_voice_id_28225629.wav,pelajaran guru itu menarik
common_voice_id_28225646.wav,ombaknya tinggi
common_voice_id_28225672.wav,akan kulakukan yang kubisa
common_voice_id_23759847.wav,saya tidak akan menyerah
common_voice_id_23759849.wav,apa yang sedang kamu tunggu
common_voice_id_23759851.wav,mengapa kamu terburuburu seperti itu
common_voice_id_23759852.wav,kamu mau minum apa
common_voice_id_23759856.wav,dadaku rasanya nyeri
common_voice_id_21753316.wav,kita mempunyai tiga lagi
common_voice_id_21753318.wav,majalah ini tebal dan berat
common_voice_id_21753320.wav,tom melihat indikator bahan bakar
common_voice_id_21753327.wav,saya minta maaf
common_voice_id_21753328.wav,dia meninggal kemarin
common_voice_id_21753329.wav,tom tidak tahu berapa biayanya
common_voice_id_21753330.wav,aku tidak melihat tom
common_voice_id_19051301.wav,seperti apa wawancara anda
common_voice_id_19051302.wav,dia meninggal dunia kemarin siang
common_voice_id_19051304.wav,apakah ini sangat sakit
common_voice_id_19051308.wav,seperti ayah seperti anak
common_voice_id_19051309.wav,dia mencoba berhenti merokok
common_voice_id_19051310.wav,tom terjatuh ke dalam kolam
common_voice_id_19051312.wav,apakah kamu sering menangis
common_voice_id_21387772.wav,biarkan saya pergi ke toko
common_voice_id_21387773.wav,kamu ringan tangan kan
common_voice_id_21387780.wav,saya ada dua saudara lakilaki
common_voice_id_21587321.wav,dimana anda menangkap mereka
common_voice_id_21587351.wav,pikir dulu lalu ngomong
common_voice_id_21587684.wav,menurutmu apa arti ini
common_voice_id_20867342.wav,makasih
common_voice_id_20867346.wav,boleh kubawakan jasmu
common_voice_id_20867369.wav,ini adalah selai buatan rumah
common_voice_id_20867370.wav,tolong buka jendela di sana
common_voice_id_20867371.wav,bunga ini merah dan cantik
common_voice_id_24015859.wav,saya tidak menemukan buktinya
common_voice_id_24015863.wav,makan itu kebutuhan pokok
common_voice_id_24015866.wav,sudah ya mbak
common_voice_id_19376932.wav,dia mendengarkan musik di kamarnya
common_voice_id_19376934.wav,saya khawatir akan kesehatanmu
common_voice_id_19376935.wav,dia terlihat lelah malam ini
common_voice_id_19376936.wav,kamu mengambil kunci yang salah
common_voice_id_19376937.wav,suara itu sangat mengganggu
common_voice_id_35278695.wav,doktor membujuknya untuk berhenti merokok
common_voice_id_35278736.wav,pak matsui bisa bermain gitar
common_voice_id_35278782.wav,sepertinya pesawat terlambat
common_voice_id_19840762.wav,tom tidak takut mati
common_voice_id_19840765.wav,saya sudah kenyang terima kasih
common_voice_id_19840802.wav,ada sehelai baju
common_voice_id_19840807.wav,saya membaca new york times
common_voice_id_39652778.wav,mereka suka perempuan
common_voice_id_39652781.wav,tom mungkin sedang sakit berat
common_voice_id_39652787.wav,penampilan mereka sangat mengesankan
common_voice_id_39652788.wav,kami mengecam dia atas perilakunya
common_voice_id_39652792.wav,berhenti mengikutiku
common_voice_id_39652799.wav,menerka ayam dalam telur
common_voice_id_20540354.wav,anda bilang anda lapar
common_voice_id_20540355.wav,apakah masakan jepang pedas
common_voice_id_20540356.wav,saya merasa buruk
common_voice_id_20540357.wav,ketika kita ingin membuat sesuatu
common_voice_id_20540358.wav,apa pekerjaanmu
