path,sentence
common_voice_id_23406896.wav,kamu di mana
common_voice_id_23416088.wav,pernah ke amerika
common_voice_id_24015847.wav,studio ini mengagumkan
common_voice_id_24015848.wav,sekarang jam berapa
common_voice_id_35330229.wav,ruangan ini bau
common_voice_id_19959850.wav,namanya lucifera
common_voice_id_19959851.wav,tom seorang pembunuh
common_voice_id_20120726.wav,bisakah saya tidur
common_voice_id_20120728.wav,tom mengabaikanmu
common_voice_id_20120742.wav,persediaan kami berlimpah
common_voice_id_35282798.wav,abbot membunuh mary
common_voice_id_35282895.wav,uang kami habis
common_voice_id_35283146.wav,hanya
common_voice_id_19648452.wav,berapa nilaimu
common_voice_id_19648453.wav,ya silakan
common_voice_id_19648516.wav,bagaimana situasi kita
common_voice_id_19648526.wav,ini bukan lelucon
common_voice_id_19648527.wav,hobinya adalah binaraga
common_voice_id_24848185.wav,kau akan mati
common_voice_id_20891772.wav,ruangannya sempit
common_voice_id_20891777.wav,silahkan ikuti saya
common_voice_id_19652966.wav,angkat tanganmu
common_voice_id_23724079.wav,ada kucing
common_voice_id_24823903.wav,ini sekolah kami
common_voice_id_24823905.wav,pelajaran akan dimulai
common_voice_id_31886172.wav,kita bisa berkembang
common_voice_id_31886194.wav,berapa umurnya
common_voice_id_31886366.wav,majalah apapun boleh
common_voice_id_24981955.wav,kamu lucu banget
common_voice_id_24981988.wav,telurnya masih panas
common_voice_id_22901262.wav,apakah kamu yakin
common_voice_id_21955097.wav,begitu
common_voice_id_21955157.wav,luar biasa
common_voice_id_38133488.wav,tolong nyalakan lampu
common_voice_id_38144985.wav,kuncinya adalah sabar
common_voice_id_20338963.wav,jangan merendahkanku
common_voice_id_20338964.wav,apa kamu mendengarnya
common_voice_id_20339009.wav,tom sangat tua
common_voice_id_20339010.wav,saya cinta kamu
common_voice_id_20339011.wav,janganlah menangis
common_voice_id_20339012.wav,bagaimana keadaan saudaramu
common_voice_id_19678913.wav,passport saya hilang
common_voice_id_24985689.wav,hemat pangkal kata
common_voice_id_24985973.wav,empat kata perbaris
common_voice_id_24985975.wav,tiga kata perbaris
common_voice_id_24985976.wav,kamu mau pergi
common_voice_id_24986075.wav,apa angka favoritmu
common_voice_id_20679919.wav,apakah ini penting
common_voice_id_20679923.wav,dia kaya pengalaman
common_voice_id_20679926.wav,aku menang
common_voice_id_20679933.wav,namamu telah disebutkan
common_voice_id_27806009.wav,dia pasti berhasil
common_voice_id_27829841.wav,saya sakit gigi
common_voice_id_27829884.wav,namaku adalah ludoviko
common_voice_id_27830095.wav,aku baru makan
common_voice_id_19315799.wav,aku merindukanmu
common_voice_id_19315802.wav,makanlah
common_voice_id_19315806.wav,aku ingin tidur
common_voice_id_19316591.wav,sepertinya pesawat terlambat
common_voice_id_24018230.wav,aku tidak paham
common_voice_id_24018233.wav,dia sedang salat
common_voice_id_24018239.wav,kami mengharapkan keajaiban
common_voice_id_24018248.wav,jalanjalan saja lah
common_voice_id_31885263.wav,aku cinta kamu
common_voice_id_31885268.wav,wanita mengubah dunia
common_voice_id_31885310.wav,jangan pergi
common_voice_id_31885319.wav,itu tidak adil
common_voice_id_31885322.wav,saya menolong tony
common_voice_id_24510287.wav,kalimat ini membosankan
common_voice_id_24510294.wav,apakah ini cinta
common_voice_id_24510295.wav,kamu mau apa
common_voice_id_24510303.wav,tadi itu cepat
common_voice_id_24510307.wav,mary belum mulai
common_voice_id_31034864.wav,oke
common_voice_id_24982333.wav,tidak mudah membacanya
common_voice_id_24982335.wav,aku sehatsehat saja
common_voice_id_24982368.wav,kapan filmnya mulai
common_voice_id_24982523.wav,dompetnya dicuri
common_voice_id_24982545.wav,ujian kemarin mudah
common_voice_id_24982664.wav,aku cinta kamu
common_voice_id_22072062.wav,sudah jam sebelas
common_voice_id_35347077.wav,passport saya hilang
common_voice_id_35404068.wav,dia tampak sakit
common_voice_id_19783753.wav,siapa orang itu
common_voice_id_19783757.wav,benarkah mengapa
common_voice_id_19783758.wav,di mana mereka
common_voice_id_20953100.wav,saya akan pergi
common_voice_id_20953199.wav,kukuku patah
common_voice_id_20953200.wav,benarkah
common_voice_id_20953259.wav,hidupku dalam bahaya
common_voice_id_20953307.wav,ini bukan urusanmu
common_voice_id_19967498.wav,dia purapura tidur
common_voice_id_19967499.wav,jalan ini berbelokbelok
common_voice_id_19967608.wav,terlalu mahal
common_voice_id_24982787.wav,aku terlalu gemuk
common_voice_id_24982788.wav,aku suka kamu
common_voice_id_24982947.wav,sudah minum obat
common_voice_id_24982979.wav,apa kamu mendengarnya
common_voice_id_25016687.wav,selamat
common_voice_id_35386149.wav,turun dari kasur
common_voice_id_35411213.wav,hidup cuma sekali
common_voice_id_19878673.wav,kamulah pahlawan saya
common_voice_id_19878675.wav,terbakar dengan cinta
common_voice_id_25262174.wav,nampaknya hujan
common_voice_id_25263953.wav,dia berlari secepatnya
common_voice_id_25264275.wav,halo selamat pagi
common_voice_id_25264345.wav,saya sakit gigi
common_voice_id_28655236.wav,aku mabuk
common_voice_id_28655263.wav,nancy tersenyum bahagia
common_voice_id_28655267.wav,saya bukan dokter
common_voice_id_28655301.wav,tidak tidak pedas
common_voice_id_28655322.wav,apa pekerjaan anda
common_voice_id_22647740.wav,enam
common_voice_id_22647741.wav,dua
common_voice_id_22647742.wav,nol
common_voice_id_22647743.wav,sembilan
common_voice_id_22647744.wav,lima
common_voice_id_22647750.wav,tiga
common_voice_id_22647752.wav,empat
common_voice_id_22647754.wav,satu
common_voice_id_22647756.wav,iya
common_voice_id_22647758.wav,tujuh
common_voice_id_22647793.wav,delapan
common_voice_id_22647795.wav,tidak
common_voice_id_22647820.wav,rumah itu besar
common_voice_id_21721910.wav,aku minum air
common_voice_id_21721912.wav,uang kami habis
common_voice_id_21721916.wav,ia memang bijaksana
common_voice_id_21721919.wav,jendela terbuka
common_voice_id_21730123.wav,di mana koranku
common_voice_id_22185214.wav,tiga
common_voice_id_22185217.wav,delapan
common_voice_id_22185221.wav,enam
common_voice_id_22185224.wav,satu
common_voice_id_22185232.wav,nol
common_voice_id_22185235.wav,iya
common_voice_id_22185240.wav,tidak
common_voice_id_22185243.wav,tujuh
common_voice_id_22185246.wav,empat
common_voice_id_22185258.wav,dua
common_voice_id_22185260.wav,sembilan
common_voice_id_22185265.wav,jangan mendekati mereka
common_voice_id_22185284.wav,kotak itu kosong
common_voice_id_22185317.wav,langit berwarna biru
common_voice_id_22185366.wav,pintu harap ditutup
common_voice_id_22185367.wav,ini pasti cinta
common_voice_id_31212912.wav,gunting itu rusak
common_voice_id_20761954.wav,saya suka musik
common_voice_id_20761959.wav,tom adalah mahasiswa
common_voice_id_20785366.wav,tuhan memberkatimu
common_voice_id_20785379.wav,singkirkan meja ini
common_voice_id_28734676.wav,ambil dan pergi
common_voice_id_28735060.wav,ini waktunya tidur
common_voice_id_28735133.wav,benarkah mengapa
common_voice_id_28735168.wav,boleh minta tolong
common_voice_id_22485653.wav,nol
common_voice_id_22485654.wav,tujuh
common_voice_id_22485655.wav,lima
common_voice_id_22485656.wav,dua
common_voice_id_22485657.wav,tiga
common_voice_id_22485663.wav,enam
common_voice_id_22485664.wav,tidak
common_voice_id_22485666.wav,delapan
common_voice_id_22485669.wav,empat
common_voice_id_22485673.wav,iya
common_voice_id_22485698.wav,sembilan
common_voice_id_22485699.wav,satu
common_voice_id_22485715.wav,kamu percaya padaku
common_voice_id_22485736.wav,tanya rumahnya dimana
common_voice_id_22485739.wav,buat apa ributribut
common_voice_id_22485767.wav,saya ingin main
common_voice_id_22485773.wav,anda harus membantunya
common_voice_id_22951146.wav,aku haus
common_voice_id_22951171.wav,tom membutuhkan pelatihan
common_voice_id_22951178.wav,aku cinta kamu
common_voice_id_22951183.wav,apakah kamu yakin
common_voice_id_28672282.wav,hobinya adalah binaraga
common_voice_id_28672337.wav,pintu harap ditutup
common_voice_id_28672347.wav,siapa nama panggilanmu
common_voice_id_28672382.wav,tom melakukannya
common_voice_id_28672385.wav,berapa umurnya sekarang
common_voice_id_28672408.wav,saya sangat terlambat
common_voice_id_28672531.wav,airnya berwarna hijau
common_voice_id_28672570.wav,kami mengharapkan keajaiban
common_voice_id_25221442.wav,apakah anda siap
common_voice_id_25221470.wav,tom menyiram toilet
common_voice_id_25221495.wav,aku mengerti
common_voice_id_25221508.wav,tom meletakkan sendoknya
common_voice_id_25221714.wav,perhatian
common_voice_id_20953401.wav,apa kamu merasakannya
common_voice_id_20954724.wav,bisa saya bantu
common_voice_id_20954790.wav,saya tidak malu
common_voice_id_20954873.wav,tahu sebelum terjadi
common_voice_id_20953070.wav,bagaimana kelihatannya
common_voice_id_20953117.wav,siapa nama belakangmu
common_voice_id_20953133.wav,ini kucing
common_voice_id_20953134.wav,gunting itu rusak
common_voice_id_20953235.wav,apakah rumahmu jauh
common_voice_id_20953291.wav,dia homo
common_voice_id_27457635.wav,kakiku masih sakit
common_voice_id_27457650.wav,punggungku masih sakit
common_voice_id_27457703.wav,dia anak nakal
common_voice_id_27457807.wav,film kuno jepang
common_voice_id_27458052.wav,ini pulpen
common_voice_id_27458068.wav,motivasi pembangun diri
common_voice_id_27458069.wav,tom menyiram toilet
common_voice_id_27458108.wav,dia masih muda
common_voice_id_19487403.wav,tom mulai bernyanyi
common_voice_id_19487421.wav,dia meninggal kemaren
common_voice_id_19487425.wav,mengapa kamu menangis
common_voice_id_19487436.wav,saya mencuci tangan
common_voice_id_19487566.wav,saya menyetujui usulnya
common_voice_id_24015785.wav,jangan kebanyakan ngemil
common_voice_id_24015786.wav,politik bikin gila
common_voice_id_24015800.wav,cinta bukan jaminan
common_voice_id_24015801.wav,saya kesal
common_voice_id_24015815.wav,mau bicara apa
common_voice_id_24015821.wav,maumu apa
common_voice_id_23804764.wav,keimutan adalah kebenaran
common_voice_id_23804773.wav,aku di gunung
common_voice_id_23819389.wav,apakah ada perbedaan
common_voice_id_23819392.wav,sudah ya mbak
common_voice_id_31355954.wav,singkirkan meja ini
common_voice_id_31356018.wav,aku sehatsehat saja
common_voice_id_31356043.wav,selera berpakaiannya ekstrem
common_voice_id_31358470.wav,mereka memborgol tom
common_voice_id_31358786.wav,bagaimana hasilnya
common_voice_id_24778329.wav,halo tom
common_voice_id_24778345.wav,terbakar dengan cinta
common_voice_id_24778351.wav,saya suka musik
common_voice_id_24778353.wav,kami mengharapkan keajaiban
common_voice_id_24778354.wav,kamu tahu tidak
common_voice_id_24778355.wav,cepat nanti terlambat
common_voice_id_24778378.wav,satu kata perbaris
common_voice_id_24778379.wav,membantu sesama manusia
common_voice_id_35281537.wav,aku bukan budakmu
common_voice_id_35285050.wav,apakah kita siap
common_voice_id_35285162.wav,mengapa ini rahasia
common_voice_id_35756362.wav,jauhkah paris
common_voice_id_20879216.wav,mereka memborgol tom
common_voice_id_20879226.wav,jaga dirimu sendiri
common_voice_id_20879252.wav,jangan meremehkan kekuatanku
common_voice_id_20879267.wav,jangan terlambat
common_voice_id_20882970.wav,bagaimana masakan jepang
common_voice_id_20882971.wav,nikmati pekerjaanmu
common_voice_id_24038145.wav,ini sangat merepotkan
common_voice_id_24038146.wav,pergi sana kau
common_voice_id_24038154.wav,naik kereta yuk
common_voice_id_24038157.wav,bagaimana keadaan mary
common_voice_id_24038158.wav,dia belum datang
common_voice_id_24038213.wav,maumu apa
common_voice_id_24038284.wav,triknya sabar saja
common_voice_id_24038291.wav,saya marah
common_voice_id_24038873.wav,mau bicara apa
common_voice_id_24038876.wav,hidup bersyukur terus
common_voice_id_24038897.wav,akan saya jelaskan
common_voice_id_24038924.wav,jalanjalan saja lah
common_voice_id_24038926.wav,gurunya galak
common_voice_id_19785607.wav,saya minta maaf
common_voice_id_20971034.wav,apa kau serius
common_voice_id_22315348.wav,dua
common_voice_id_22315349.wav,tujuh
common_voice_id_22315350.wav,tiga
common_voice_id_22315351.wav,iya
common_voice_id_22315352.wav,lima
common_voice_id_22431929.wav,nol
common_voice_id_22431930.wav,sembilan
common_voice_id_22431931.wav,tidak
common_voice_id_22431932.wav,empat
common_voice_id_22431933.wav,delapan
common_voice_id_22431944.wav,enam
common_voice_id_22431945.wav,satu
common_voice_id_19982383.wav,halo tom
common_voice_id_19982409.wav,mengapa kamu bertanya
common_voice_id_19986816.wav,siapa nama panggilanmu
common_voice_id_19986871.wav,kerja bagus
common_voice_id_19986908.wav,nikmati makananmu
common_voice_id_19986915.wav,tunggu sebentar tom
common_voice_id_19986919.wav,tenanglah
common_voice_id_20962337.wav,saya bukan bayi
common_voice_id_20962348.wav,dia sedang lari
common_voice_id_20962363.wav,abbot membunuh mary
common_voice_id_20962372.wav,tom sakit perut
common_voice_id_20962388.wav,terberkatilah dirimu
common_voice_id_20962389.wav,bis sudah datang
common_voice_id_30591461.wav,aku terlalu gemuk
common_voice_id_30591487.wav,inilah dunia kecil
common_voice_id_30591499.wav,saya merasa buruk
common_voice_id_30591514.wav,saya cinta kamu
common_voice_id_30591515.wav,selera berpakaiannya ekstrem
common_voice_id_30591533.wav,membantu sesama manusia
common_voice_id_30591551.wav,anehnya
common_voice_id_30591558.wav,aku tidak paham
common_voice_id_30591560.wav,namamu telah disebutkan
common_voice_id_30591584.wav,saya rindu anda
common_voice_id_30591590.wav,naik kereta yuk
common_voice_id_30591592.wav,saya harus tidur
common_voice_id_30591598.wav,aku menang
common_voice_id_30591600.wav,tom telah terluka
common_voice_id_20387845.wav,halo apa kabar
common_voice_id_20387861.wav,nama kamu siapa
common_voice_id_20387887.wav,perubahan itu bagus
common_voice_id_20387888.wav,tom menjelaskannya padaku
common_voice_id_20387914.wav,aku terlalu gemuk
common_voice_id_20387929.wav,jangan mendekati mereka
common_voice_id_20387941.wav,langit berwarna biru
common_voice_id_20387973.wav,selamat ulang tahun
common_voice_id_23744729.wav,belum ada komentar
common_voice_id_23744730.wav,eh ada kupukupu
common_voice_id_23744736.wav,sudah minum obat
common_voice_id_23745372.wav,telurnya masih panas
common_voice_id_23745421.wav,tolong tekan tombolnya
common_voice_id_23745436.wav,buku siapa ini
common_voice_id_23745447.wav,ada kucing
common_voice_id_23745470.wav,aku rasa tidak
common_voice_id_23745475.wav,aku akan pergi
common_voice_id_23745478.wav,bagaimana kabar keluargamu
common_voice_id_23745479.wav,dia masih hidup
common_voice_id_19800505.wav,kita menyianyiakan minyak
common_voice_id_19800516.wav,kamu percaya padaku
common_voice_id_19800525.wav,jadilah diri sendiri
common_voice_id_19800533.wav,tom bukanlah penghianat
common_voice_id_19800581.wav,tetap awasi dia
common_voice_id_25039607.wav,aku rasa tidak
common_voice_id_25039608.wav,spongeboob si kotak
common_voice_id_25039610.wav,kalau seperti ini
common_voice_id_25039611.wav,luas ya
common_voice_id_25039618.wav,tas ini mahal
common_voice_id_25039640.wav,padi menunduk
common_voice_id_25039647.wav,langkahi dulu mayatku
common_voice_id_25039666.wav,atas nama tuhan
common_voice_id_25039686.wav,harganya berapa
common_voice_id_34325993.wav,anehnya
common_voice_id_34369708.wav,janji adalah janji
common_voice_id_34369939.wav,ini pulpen
common_voice_id_34369970.wav,saya menjadi pendek
common_voice_id_34425942.wav,ia menerjemahkan puisi
common_voice_id_34426054.wav,aku lelah
common_voice_id_24015228.wav,jangan kebanyakan ngemil
common_voice_id_24015229.wav,aku ingin kamu
common_voice_id_24015243.wav,aku tidak paham
common_voice_id_24015252.wav,aku suka makanannya
common_voice_id_24069516.wav,saya kecewa
common_voice_id_24069602.wav,aku sakit
common_voice_id_20952920.wav,hobiku bermain gitar
common_voice_id_20952928.wav,aku cinta kamu
common_voice_id_20952929.wav,kubilang tidak
common_voice_id_20952931.wav,luas ya
common_voice_id_20952943.wav,sebelah matanya buta
common_voice_id_20953505.wav,oke
common_voice_id_20953507.wav,mobil tersebut rusak
common_voice_id_20953811.wav,kukira dia sakit
common_voice_id_20954939.wav,zamenhof penggagas esperanto
common_voice_id_22787904.wav,aku haus
common_voice_id_22787914.wav,kamu sedang apa
common_voice_id_22787930.wav,ini tasnya
common_voice_id_22787937.wav,kemarin sepedaku dicuri
common_voice_id_22787938.wav,aku sakit kepala
common_voice_id_22787944.wav,bima sakti besar
common_voice_id_22787946.wav,apakah kamu yakin
common_voice_id_22787959.wav,dimana kursi saya
common_voice_id_22787980.wav,aku cinta kamu
common_voice_id_22788009.wav,dia sangat pintar
common_voice_id_22412511.wav,delapan
common_voice_id_22412512.wav,iya
common_voice_id_22412515.wav,dua
common_voice_id_22412535.wav,enam
common_voice_id_22412536.wav,lima
common_voice_id_22412538.wav,tiga
common_voice_id_22412571.wav,nol
common_voice_id_22412572.wav,keren
common_voice_id_22412574.wav,dingin
common_voice_id_22412606.wav,rambutmu perlu dipotong
common_voice_id_22412706.wav,siapa yang berkontribusi
common_voice_id_22412708.wav,awasi pria itu
common_voice_id_22412722.wav,apa itu salah
common_voice_id_22412724.wav,aku tidak mempercayaimu
common_voice_id_22412772.wav,apakah sudah tiba
common_voice_id_22412804.wav,kudanya melompat
common_voice_id_22412813.wav,istriku seorang vegetarian
common_voice_id_20263243.wav,awas lantai licin
common_voice_id_20263311.wav,coba saya lihat
common_voice_id_20319100.wav,selamat siang
common_voice_id_20319105.wav,saya harus tidur
common_voice_id_20319122.wav,saya punya rumah
common_voice_id_20319127.wav,siapa anak itu
common_voice_id_20319129.wav,sehat itu penting
common_voice_id_22924508.wav,apakah kamu yakin
common_voice_id_22967124.wav,ini waktunya tidur
common_voice_id_22967130.wav,kamu lelah ya
common_voice_id_22967135.wav,dia sangat mabuk
common_voice_id_22967142.wav,aku sakit kepala
common_voice_id_22967201.wav,kamu harus pergi
