Text,Label
Seorang wanita tergelincir di tangga menyebabkan nyeri di pergelangan kaki.,Medium
Orang ini tergores duri besar lukanya tidak terlalu dalam tetapi perlu dibersihkan.,Medium
Seorang pria merasa lelah dan mual setelah berjalan terlalu jauh.,Medium
Seseorang mengalami luka memar akibat terpeleset di lantai basah.,Medium
Saya merasa tidak nyaman di perut setelah makan terlalu banyak.,Low
Orang ini mengeluhkan kaki pegal setelah berdiri lama di acara pernikahan.,Low
Ada yang merasa gatal-gatal setelah menggunakan sabun baru.,Low
Seorang anak mengeluhkan sakit ringan di leher karena posisi tidur yang salah.,Low
Orang ini merasa pusing setelah membaca buku dalam waktu lama.,Low
Ada seorang pria yang mengeluhkan nyeri ringan di lutut setelah jogging.,Low
Seorang wanita mengeluh bibir pecah-pecah karena kurang minum.,Low
Orang ini merasa capek setelah bekerja lembur beberapa hari berturut-turut.,Low
Orang ini terkena ledakan gas kondisinya sangat kritis dan perlu bantuan segera.,High
Ada kecelakaan kereta api dengan banyak korban terluka parah.,High
Seseorang terjebak di bawah reruntuhan akibat gempa bumi segera kirim ambulans.,High
Orang ini tidak sadar setelah kecelakaan bersepeda di jalan gunung.,High
Ada kebakaran besar di pasar banyak orang terluka karena asap tebal.,High
Korban tenggelam di laut ditemukan dalam kondisi tidak bernapas.,High
Sebuah bus jatuh ke jurang dengan banyak penumpang terluka parah.,High
Ada insiden penyerangan dengan senjata tajam di acara umum korban kehilangan banyak darah.,High
Orang ini mengeluhkan nyeri di dada tetapi masih bisa bernapas dengan normal.,Medium
Seorang anak terjatuh dari ayunan dan mengalami luka kecil di dagunya.,Medium
Orang ini mengalami alergi makanan ringan dengan pembengkakan di wajah.,Medium
Seorang pria mengalami luka di kaki setelah terpeleset di tangga basah.,Medium
Ada seorang wanita yang mengalami migrain hebat tidak bisa fokus.,Medium
Orang ini merasa sangat pusing setelah mengonsumsi obat tertentu.,Medium
Seorang anak mengalami luka gores kecil di pipi akibat jatuh dari sepeda.,Medium
Orang ini mengeluhkan rasa panas di kulit setelah terkena sinar matahari terlalu lama.,Medium
Saya merasa lemas setelah bekerja terlalu lama tanpa istirahat.,Low
Orang ini mengeluhkan sakit ringan di punggung setelah duduk lama.,Low
Ada seorang pria yang merasa nyeri ringan di bahu setelah olahraga angkat beban.,Low
Orang ini merasa gatal ringan di tangan akibat menggunakan sarung tangan baru.,Low
Seorang anak mengeluh tidak nyaman di perut setelah makan permen terlalu banyak.,Low
Orang ini merasa pusing ringan setelah berdiri terlalu cepat.,Low
Ada seorang wanita yang mengeluhkan mata kering karena terlalu lama menatap layar komputer.,Low
Seorang pria mengeluhkan pegal di kaki setelah berjalan jauh untuk bekerja.,Low
Ada kecelakaan pesawat kecil di dekat pemukiman beberapa orang terluka parah.,High
Orang ini tersambar api saat memasak tubuhnya mengalami luka bakar berat.,High
Seseorang tertabrak kereta di stasiun kondisinya sangat kritis.,High
Ada kecelakaan truk besar di perempatan banyak kendaraan lain terlibat.,High
Orang ini ditemukan tidak sadarkan diri di kamar mandi kemungkinan serangan jantung.,High
Seorang pria terluka parah akibat tertimpa tembok yang roboh.,High
Ada kebakaran besar di gedung perkantoran banyak korban mengalami luka bakar serius.,High
Orang ini mengalami kecelakaan parah saat menggunakan alat berat segera kirim ambulans.,High
Seorang wanita hamil mengeluh sakit yang intens di punggung bawah.,Medium
Orang ini terkilir pergelangan tangan setelah jatuh dari kursi.,Medium
Ada seorang anak yang demam tinggi selama dua hari terakhir masih sadar.,Medium
Orang ini terluka ringan di lutut akibat terjatuh saat berlari di taman.,Medium
Seorang pria mengalami sesak napas ringan setelah terpapar asap rokok.,Medium
Orang ini merasa nyeri di leher akibat salah posisi saat tidur.,Medium
Seorang anak mengalami gigitan serangga dengan pembengkakan kecil di lengan.,Medium
Orang ini tergores logam tapi lukanya dangkal dan tidak terlalu parah.,Medium
Saya merasa tidak nyaman di kaki setelah memakai sepatu baru yang terlalu sempit.,Low
Orang ini mengeluhkan leher kaku setelah bekerja di meja sepanjang hari.,Low
Ada seorang pria yang merasa nyeri ringan di jari karena terjepit pintu.,Low
Orang ini merasa lapar terus-menerus meskipun sudah makan.,Low
Seorang anak mengeluhkan tenggorokan gatal setelah makan makanan pedas.,Low
Orang ini merasa kedinginan tetapi tidak menunjukkan tanda demam.,Low
Ada seorang wanita yang merasa sulit fokus karena kurang tidur semalam.,Low
Orang ini merasa matanya lelah setelah membaca terlalu lama di pencahayaan redup.,Low
Ada insiden penusukan di pasar malam korban kehilangan banyak darah.,High
Seorang bayi ditemukan tidak bernapas segera kirim ambulans.,High
Kecelakaan truk tangki bahan bakar menyebabkan ledakan besar banyak korban luka.,High
Seorang pekerja jatuh ke lubang dalam di lokasi konstruksi kondisinya sangat kritis.,High
Ada tabrakan frontal dua kendaraan di jalan tol korban luka serius.,High
Orang ini ditemukan tidak sadar di taman kemungkinan serangan epilepsi.,High
Sebuah perahu terbalik di sungai banyak penumpang terjebak di bawah air.,High
Ada kebakaran di panti jompo banyak penghuni mengalami sesak napas serius.,High
Seorang anak terkilir pergelangan kaki saat bermain sepak bola.,Medium
Orang ini mengalami luka ringan akibat tertimpa rak buku kecil.,Medium
Ada seorang wanita dengan keluhan nyeri dada ringan setelah berjalan jauh.,Medium
Orang ini terkena sengatan lebah dan mengalami pembengkakan di tangan.,Medium
Seorang pria mengeluh sakit kepala hebat setelah duduk di depan komputer seharian.,Medium
Orang ini merasa sakit di pergelangan kaki setelah jatuh kecil dari tangga.,Medium
Seorang anak menderita gatal di kulit setelah berenang di kolam umum.,Medium
Orang ini terluka ringan saat memotong buah lukanya tidak dalam.,Medium
Saya merasa gatal ringan di kaki setelah terkena tanaman liar.,Low
Orang ini mengeluhkan rasa lelah setelah berolahraga terlalu lama.,Low
Ada seorang anak yang mengeluh pusing ringan setelah bermain di bawah terik matahari.,Low
Orang ini merasa tidak nyaman di punggung setelah duduk di kursi keras.,Low
Seorang pria merasa haus dan pusing ringan setelah tidak minum cukup air seharian.,Low
Orang ini merasa pergelangan tangannya pegal setelah menggunakan ponsel sepanjang hari.,Low
Ada seorang wanita yang merasa sedikit mual setelah makan terlalu cepat.,Low
Orang ini merasa matanya gatal mungkin akibat debu atau alergi ringan.,Low
Ada seorang pria yang tertembak di tengah keramaian kondisinya kritis.,High
Korban kecelakaan dengan luka parah di kepala ditemukan di pinggir jalan.,High
Ledakan di gudang bahan kimia menyebabkan luka bakar serius pada beberapa orang.,High
Orang ini ditemukan tidak sadarkan diri setelah jatuh dari tangga panjang.,High
Ada kebakaran di rumah sakit banyak pasien terjebak di dalam.,High
Orang ini mengalami serangan asma berat dan tidak bisa bernapas dengan baik.,High
Seorang pengendara sepeda motor terluka parah akibat tabrakan dengan mobil.,High
Ada insiden kebocoran gas di apartemen beberapa orang kehilangan kesadaran.,High
Orang ini mengalami luka ringan akibat terjatuh di eskalator.,Medium
Seorang anak terluka di dagu setelah terpeleset di kamar mandi.,Medium
Orang ini mengalami demam tinggi dan menggigil sejak semalam.,Medium
Ada seorang pria dengan luka kecil di tangan akibat tertusuk jarum.,Medium
Orang ini mengeluhkan nyeri ringan di pergelangan kaki setelah olahraga.,Medium
Seorang wanita mengalami kram perut parah selama beberapa jam terakhir.,Medium
Orang ini merasa sakit kepala berat setelah terpapar sinar matahari lama.,Medium
Seorang anak mengalami bengkak kecil di wajah setelah terbentur meja.,Medium
Saya merasa nyeri ringan di bahu setelah tidur dalam posisi yang salah.,Low
Orang ini mengeluhkan mata gatal setelah terkena angin kencang.,Low
Ada seorang pria yang merasa sedikit pusing setelah tidak makan seharian.,Low
Orang ini merasa tidak nyaman di punggung setelah mengangkat barang berat.,Low
Seorang wanita mengeluh perut kembung setelah makan makanan berminyak.,Low
Orang ini merasa pegal ringan di kaki setelah berdiri lama di antrean.,Low
Ada seorang anak yang merasa tenggorokan gatal setelah mencoba makanan baru.,Low
Orang ini merasa sedikit capek setelah menghabiskan hari berjalan di taman.,Low
Seorang pria ditemukan tidak sadarkan diri di kolam renang umum segera kirim bantuan.,High
Ada kecelakaan kereta cepat dengan banyak penumpang terluka parah.,High
Orang ini terjebak di bawah mobil setelah kecelakaan kondisinya kritis.,High
Ledakan tabung gas di dapur menyebabkan luka bakar berat pada seorang wanita.,High
Ada kebakaran di hotel besar banyak tamu tidak bisa keluar dengan aman.,High
Seorang pria terluka akibat jatuh dari tebing tinggi saat mendaki.,High
Orang ini mengalami serangan epilepsi mendadak di tengah jalan raya.,High
Tabrakan kapal di pelabuhan menyebabkan banyak korban terjatuh ke laut.,High
Seorang anak mengalami bengkak di pergelangan kaki setelah jatuh dari sepeda.,Medium
Orang ini mengeluhkan sakit perut parah kemungkinan keracunan makanan.,Medium
Ada seorang pria yang mengalami cedera ringan di tangan akibat tertimpa benda kecil.,Medium
Orang ini merasa nyeri di bahu setelah latihan angkat beban yang intens.,Medium
Seorang wanita mengeluhkan sakit kepala intens setelah perjalanan panjang.,Medium
Orang ini merasa pusing berat setelah berdiri terlalu cepat masih sadar.,Medium
Seorang anak mengalami ruam kulit akibat alergi terhadap serbuk sari.,Medium
Orang ini mengalami luka kecil di lutut setelah terpeleset di kamar mandi.,Medium
Saya merasa lelah setelah bekerja berjam-jam tanpa istirahat.,Low
Orang ini mengeluhkan kram ringan di tangan akibat mengetik terlalu lama.,Low
Ada seorang pria yang merasa sedikit gatal di kulit setelah berenang.,Low
Orang ini merasa tidak nyaman di mata setelah menggunakan lensa kontak terlalu lama.,Low
Seorang anak merasa sedikit tidak enak badan setelah bermain di luar seharian.,Low
Orang ini merasa nyeri ringan di pergelangan kaki akibat sepatu yang terlalu sempit.,Low
Ada seorang wanita yang merasa sakit ringan di punggung setelah mengangkat barang.,Low
Orang ini merasa tenggorokannya kering setelah berbicara dalam waktu lama.,Low
Seorang bayi jatuh dari tempat tidur dan tidak merespons segera kirim ambulans.,High
Ada kecelakaan bus dengan banyak penumpang terlempar keluar kondisinya parah.,High
Orang ini ditemukan tidak bernapas setelah tersengat listrik di rumah.,High
Ledakan besar di gedung apartemen menyebabkan luka serius pada banyak penghuni.,High
Seseorang terjebak di dalam mobil yang terbakar setelah tabrakan parah.,High
Orang ini mengalami serangan jantung mendadak di tempat kerja.,High
Kecelakaan pesawat kecil di lapangan menyebabkan luka bakar berat pada beberapa orang.,High
Ada kebakaran besar di pasar tradisional korban mengalami sesak napas parah.,High
Seorang wanita mengalami luka gores di tangan akibat pecahan kaca.,Medium
Orang ini mengeluhkan nyeri di punggung bawah setelah mengangkat barang berat.,Medium
Ada seorang pria dengan demam tinggi selama dua hari terakhir tidak ada gejala lainnya.,Medium
Orang ini terluka ringan di lutut akibat terjatuh saat bermain bola.,Medium
Seorang anak mengalami luka kecil di tangan akibat tersandung saat berlari.,Medium
Orang ini merasa sakit kepala yang intens setelah bekerja tanpa istirahat.,Medium
Seorang pria merasa nyeri ringan di dada setelah melakukan latihan fisik berat.,Medium
Orang ini merasa pusing setelah minum kopi dalam jumlah besar.,Medium
Saya merasa nyeri ringan di jari setelah menulis dengan pena terlalu lama.,Low
Orang ini mengeluhkan kelelahan setelah seharian berjalan-jalan di taman.,Low
Ada seorang wanita yang merasa sedikit pusing setelah berdiri lama di kereta.,Low
Orang ini merasa gatal ringan di kulit akibat mencoba sabun baru.,Low
Seorang anak jatuh saat bermain dan mengalami luka kecil dilututnya.,Low
Orang ini merasa lelah dan pegal di kaki setelah bekerja seharian di dapur.,Low
Ada seorang pria yang merasa sedikit mual setelah makan terlalu cepat.,Low
Orang ini mengeluh matanya terasa panas setelah menatap layar komputer terlalu lama.,Low
Ada korban tabrakan di jalan tol kondisinya sangat parah dengan banyak pendarahan.,High
Orang ini ditemukan tidak sadar setelah kebakaran besar di gudang pabrik.,High
Sebuah perahu nelayan terbalik di tengah laut beberapa orang belum ditemukan.,High
Ada insiden penembakan di pusat perbelanjaan banyak korban membutuhkan bantuan segera.,High
Orang ini terjebak dalam reruntuhan setelah longsor besar di desa terpencil.,High
Ledakan di stasiun pengisian bahan bakar menyebabkan luka bakar parah pada pekerja.,High
Kecelakaan kendaraan roda empat dengan korban terluka berat di kepala.,High
Orang ini tersambar petir saat mendaki gunung kondisinya kritis.,High
Seorang wanita mengeluhkan nyeri perut hebat setelah makan makanan pedas.,Medium
Orang ini mengalami luka lecet di lengan akibat terjatuh dari tangga kecil.,Medium
Seorang anak demam tinggi selama tiga hari suhu tubuh mencapai 39 derajat.,Medium
Orang ini merasa nyeri di bahu setelah terlalu banyak mengangkat barang berat.,Medium
Ada seorang pria yang pusing berat setelah terpapar panas matahari selama beberapa jam.,Medium
Seorang anak mengeluhkan sakit ringan di pergelangan tangan akibat terpeleset di taman.,Medium
Orang ini merasa sesak napas ringan setelah terpapar asap kendaraan.,Medium
Ada seorang pria yang mengalami kram otot hebat setelah bermain olahraga intens.,Medium
Saya merasa lelah setelah mengikuti rapat panjang tanpa istirahat.,Low
Orang ini mengeluhkan pegal ringan di kaki setelah berdiri lama di acara pernikahan.,Low
Ada seorang wanita yang merasa sedikit mual setelah mencoba makanan baru.,Low
Orang ini merasa tenggorokannya kering setelah bernyanyi selama berjam-jam.,Low
Seorang anak merasa gatal ringan di leher setelah bermain di kebun.,Low
Orang ini merasa capek dan lelah setelah melakukan perjalanan jauh dengan kereta.,Low
Ada seorang pria yang mengeluhkan mata merah akibat terkena debu saat berkendara.,Low
Orang ini merasa sakit ringan di punggung setelah duduk di kursi yang tidak nyaman.,Low
Korban terjebak di dalam mobil yang tenggelam situasi sangat kritis.,High
Ada tabrakan antara truk dan bus di jalan raya banyak korban dengan luka berat.,High
Orang ini ditemukan tidak bernapas setelah terjatuh dari balkon apartemen.,High
Ledakan bahan kimia di laboratorium menyebabkan luka bakar serius pada beberapa pekerja.,High
Seorang bayi tidak merespons setelah tersedak makanan segera kirim bantuan.,High
Kecelakaan pesawat kecil di lapangan golf menyebabkan korban luka parah.,High
Ada kebakaran di pusat perbelanjaan besar beberapa korban mengalami luka serius.,High
Seorang pria tertusuk benda tajam saat bekerja di lokasi konstruksi.,High
Orang ini merasa sakit ringan di lutut setelah bermain sepak bola di lapangan keras.,Medium
Seorang wanita mengeluhkan nyeri kepala parah setelah menatap layar laptop terlalu lama.,Medium
Orang ini mengalami luka kecil di jari akibat tertimpa benda logam kecil.,Medium
Seorang anak mengalami bengkak di pergelangan tangan setelah jatuh dari ayunan.,Medium
Orang ini merasa pusing berat setelah melakukan olahraga dengan intensitas tinggi.,Medium
Seorang pria mengeluhkan kram di otot kaki setelah bekerja di luar ruangan sepanjang hari.,Medium
Orang ini merasa nyeri ringan di pergelangan tangan akibat bekerja terlalu lama di komputer.,Medium
Seorang anak mengeluh tenggorokan terasa sakit setelah minum air dingin.,Medium
Saya merasa sedikit tidak enak badan setelah makan terlalu cepat.,Low
Orang ini merasa capek setelah perjalanan panjang menggunakan bus.,Low
Ada seorang wanita yang mengeluhkan kulit kering setelah menghabiskan waktu di ruangan ber-AC.,Low
Orang ini merasa tenggorokannya gatal setelah makan makanan pedas.,Low
Seorang pria merasa sedikit pegal di punggung setelah seharian memindahkan barang.,Low
Orang ini merasa matanya lelah setelah membaca buku selama beberapa jam.,Low
Seorang anak mengeluhkan rasa gatal ringan di kaki setelah bermain di pasir pantai.,Low
Orang ini merasa kedinginan meskipun suhu tubuhnya normal.,Low
Seorang pria ditemukan tidak sadar di ruang bawah tanah setelah kebakaran besar.,High
Ada kecelakaan di jembatan gantung dengan banyak korban terjatuh ke sungai.,High
Korban kecelakaan motor ditemukan dalam kondisi kritis dengan banyak luka terbuka.,High
Ledakan gas di apartemen menyebabkan luka bakar pada beberapa penghuni situasi sangat serius.,High
Seorang anak tersedak mainan kecil dan tidak bisa bernapas segera kirim ambulans.,High
Ada kebakaran besar di kapal ferry dengan banyak penumpang terluka.,High
Orang ini mengalami serangan stroke mendadak di kantor kondisinya memburuk dengan cepat.,High
Korban longsor ditemukan di bawah reruntuhan butuh bantuan segera.,High
Orang ini mengalami luka ringan di dahi setelah terpeleset di kamar mandi.,Medium
Seorang anak mengalami cedera pergelangan kaki saat melompat dari tempat tidur.,Medium
Orang ini mengeluhkan nyeri di bagian bawah punggung setelah bekerja seharian.,Medium
Seorang pria merasa pusing berat setelah bermain di bawah terik matahari terlalu lama.,Medium
Orang ini mengalami alergi ringan dengan ruam di tangan setelah menggunakan sarung tangan baru.,Medium
Seorang anak mengeluhkan gatal-gatal di kulit setelah bermain di taman yang kotor.,Medium
Orang ini mengalami sesak napas ringan setelah menghirup asap kendaraan di jalan raya.,Medium
Seorang wanita mengalami nyeri otot ringan setelah mengikuti kelas olahraga intensif.,Medium
Saya merasa sedikit tidak nyaman di punggung setelah tidur di sofa semalam.,Low
Orang ini merasa kram ringan di tangan setelah menulis terlalu lama.,Low
Ada seorang pria yang merasa matanya gatal setelah terkena angin kencang.,Low
Orang ini merasa lelah setelah seharian berdiri di acara pameran.,Low
Seorang wanita mengeluhkan nyeri ringan di pergelangan kaki setelah menggunakan sepatu baru.,Low
Orang ini merasa mual ringan setelah makan makanan berminyak di restoran.,Low
Seorang anak merasa khawatir setelah menerima rapor.,Low
Orang ini merasa nyeri ringan di bahu setelah membawa tas yang berat sepanjang hari.,Low
Seorang pria tertimpa balok berat di lokasi konstruksi segera kirim ambulans.,High
Ada kecelakaan truk pengangkut bahan kimia korban mengalami luka bakar serius.,High
Seorang anak tidak sadarkan diri setelah terjatuh ke kolam dalam segera lakukan evakuasi.,High
Ledakan di tambang menyebabkan banyak pekerja terluka dan terjebak.,High
Orang ini mengalami cedera kepala serius setelah kecelakaan di taman bermain.,High
Korban ditemukan dengan luka tembak di dada situasi kritis.,High
Ada insiden kebakaran di gedung apartemen penghuni terjebak di lantai atas.,High
Seorang pengendara sepeda motor terluka parah setelah tabrakan dengan mobil besar.,High
Seorang wanita mengeluhkan sakit kepala berat setelah duduk di ruangan panas terlalu lama.,Medium
Orang ini terluka ringan di jari setelah mencoba membuka kaleng dengan pisau.,Medium
Seorang anak terjatuh dari sepeda dengan kecepatan sedang menyebabkan luka di siku.,Medium
Orang ini merasa nyeri di punggung bawah setelah mencoba mengangkat benda berat.,Medium
Seorang pria merasa pusing ringan setelah berdiri terlalu lama di antrean panjang.,Medium
Orang ini mengalami cedera ringan di lutut akibat jatuh kecil di tangga rumah.,Medium
Seorang wanita mengeluhkan rasa panas di kulit akibat terkena sinar matahari langsung.,Medium
Orang ini mengalami nyeri ringan di tangan setelah olahraga intensif di gym.,Medium
Saya merasa sedikit pusing setelah seharian bekerja di depan komputer.,Low
Orang ini merasa pegal ringan di kaki setelah berjalan-jalan di taman seharian.,Low
Seorang pria mengeluhkan kulit kering setelah menggunakan sabun baru.,Low
Orang ini merasa sedikit mual setelah minum minuman bersoda terlalu cepat.,Low
Seorang anak merasa tenggorokannya gatal setelah makan makanan asin.,Low
Orang ini merasa nyeri ringan di bahu setelah membawa tas ransel berat sepanjang hari.,Low
Seorang wanita merasa matanya kering setelah seharian menggunakan lensa kontak.,Low
Orang ini merasa sedikit tidak nyaman di punggung setelah duduk lama tanpa bergerak.,Low
Korban kecelakaan kendaraan roda empat ditemukan dengan luka serius di kepala.,High
Seorang pekerja tertimpa pipa besar di lokasi proyek kondisinya kritis.,High
Ada kecelakaan kapal pesiar dengan banyak korban luka akibat terlempar dari dek.,High
Orang ini mengalami serangan jantung mendadak saat sedang makan di restoran.,High
Ledakan tabung gas di dapur rumah menyebabkan luka bakar parah pada penghuni.,High
Korban tertimpa reruntuhan akibat gempa bumi beberapa orang masih terjebak.,High
Ada insiden tabrakan kereta api dengan kendaraan roda empat di perlintasan.,High
Orang ini mengalami kejang mendadak di tempat kerja segera kirim ambulans.,High
Seorang wanita mengeluhkan sakit punggung setelah berdiri terlalu lama di dapur.,Medium
Orang ini merasa pusing berat setelah duduk di ruang pengap selama berjam-jam.,Medium
Seorang anak terluka ringan di lengan akibat terpeleset di taman bermain.,Medium
Orang ini mengeluhkan nyeri ringan di bagian perut setelah makan pedas.,Medium
Seorang pria merasa mual setelah berolahraga dalam cuaca panas.,Medium
Orang ini terluka kecil di lutut setelah terjatuh dari sepeda di jalan licin.,Medium
Seorang wanita merasa nyeri ringan di tangan akibat mencoba membuka botol yang keras.,Medium
Orang ini mengeluhkan rasa sakit ringan di bahu setelah bermain olahraga raket.,Medium
Saya merasa sedikit tidak nyaman di punggung setelah tidur tanpa bantal.,Low
Setelah seharian di pusat perbelanjaan orang ini merasa sangat kelelahan dan kesulitan bergerak.,Medium
Seorang pria mengeluhkan nyeri ringan di jari akibat mengetik sepanjang hari.,Low
Orang ini merasa sedikit tidak enak badan setelah makan terlalu banyak makanan manis.,Low
Seorang anak tertelan kelereng dan merasa tidak nyaman.,Medium
Orang ini merasa matanya lelah setelah menatap layar komputer tanpa jeda.,Low
Seorang wanita merasa kedinginan setelah terkena hujan deras tanpa mantel.,Low
Orang ini merasa sedikit tidak nyaman di kaki akibat memakai sepatu baru.,Low
Ada insiden tabrakan pesawat kecil di lapangan terbuka korban terluka parah.,High
Seorang pekerja terluka parah setelah terjatuh dari ketinggian di lokasi konstruksi.,High
Ledakan besar di pabrik pengolahan menyebabkan banyak korban luka bakar serius.,High
Korban kecelakaan motor ditemukan dengan pendarahan hebat di jalan raya.,High
Seorang bayi tersedak makanan dan tidak bernapas segera lakukan tindakan darurat.,High
Ada insiden kebakaran di sekolah dasar beberapa siswa terjebak di dalam.,High
Orang ini mengalami kejang-kejang di tengah keramaian situasi sangat mendesak.,High
Korban tertimpa bangunan runtuh akibat badai besar kondisinya sangat kritis.,High
Seorang wanita merasa sakit ringan di pergelangan kaki setelah terjatuh di taman.,Medium
Orang ini mengalami pusing berat setelah berdiri terlalu cepat dari posisi duduk.,Medium
Seorang anak mengalami ruam merah di kulit setelah bermain di taman yang kotor.,Medium
Orang ini mengeluhkan nyeri ringan di bahu setelah bermain olahraga basket.,Medium
Seorang pria merasa sedikit mual setelah makan makanan pedas di restoran.,Medium
Orang ini terluka ringan di jari akibat mencoba membuka kaleng yang keras.,Medium
Seorang wanita mengalami sakit kepala setelah terlalu lama berada di tempat bising.,Medium
Orang ini merasa nyeri di bagian bawah punggung setelah mengangkat benda berat.,Medium
